attack,cost,dbfId,health,id,name,type,mechanics/0,race,,,,,,,,,,,,,,,
,,2140,45,NAX12_01H,Gluth,HERO,,,,,,,,,,,,,,,,,
,2,1891,,NAX12_02,Decimate,HERO_POWER,,,,,,,,,,,,,,,,,
,,1894,,NAX12_02e,Decimate,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,2141,,NAX12_02H,Decimate,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,2,31347,,NAX12_02H_2_TB,Decimate,HERO_POWER,,,,,,,,,,,,,,,,,
,1,35297,,NAX12_02H_2c_TB,Decimate,SPELL,,,,,,,,,,,,,,,,,
1,1,1892,,NAX12_03,Jaws,WEAPON,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,1895,,NAX12_03e,Extra Teeth,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,1,2142,,NAX12_03H,Jaws,WEAPON,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,3,1893,,NAX12_04,Enrage,SPELL,,,,,,,,,,,,,,,,,
,,1896,,NAX12_04e,Enrage,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,,1828,30,NAX13_01,Thaddius,HERO,,,,,,,,,,,,,,,,,
,,2143,45,NAX13_01H,Thaddius,HERO,,,,,,,,,,,,,,,,,
,0,1897,,NAX13_02,Polarity Shift,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,,1898,,NAX13_02e,Polarity,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,1976,,NAX13_03,Supercharge,SPELL,,,,,,,,,,,,,,,,,
,,1977,,NAX13_03e,Supercharged,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,5,2144,7,NAX13_04H,Feugen,MINION,,,,,,,,,,,,,,,,,
7,5,2145,4,NAX13_05H,Stalagg,MINION,,,,,,,,,,,,,,,,,
,,1899,30,NAX14_01,Sapphiron,HERO,,,,,,,,,,,,,,,,,
,,2146,45,NAX14_01H,Sapphiron,HERO,,,,,,,,,,,,,,,,,
,0,1905,,NAX14_02,Frost Breath,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
2,5,1906,10,NAX14_03,Frozen Champion,MINION,AURA,,,,,,,,,,,,,,,,
,5,1907,,NAX14_04,Pure Cold,SPELL,FREEZE,,,,,,,,,,,,,,,,
,,1900,30,NAX15_01,Kel'Thuzad,HERO,,,,,,,,,,,,,,,,,
,,1930,,NAX15_01e,Interloper!,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,2147,45,NAX15_01H,Kel'Thuzad,HERO,,,,,,,,,,,,,,,,,
,,2163,,NAX15_01He,Interloper!,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,1901,,NAX15_02,Frost Blast,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,0,2148,,NAX15_02H,Frost Blast,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
3,4,2199,3,NAX15_03n,Guardian of Icecrown,MINION,TAUNT,,,,,,,,,,,,,,,,
5,4,1903,5,NAX15_03t,Guardian of Icecrown,MINION,TAUNT,,,,,,,,,,,,,,,,
,8,1904,,NAX15_04,Chains,HERO_POWER,,,,,,,,,,,,,,,,,
,,2215,,NAX15_04a,Slave of Kel'Thuzad,ENCHANTMENT,,,,,,,,,,,,,,,,,
,8,2149,,NAX15_04H,Chains,HERO_POWER,,,,,,,,,,,,,,,,,
1,0,2157,1,NAX15_05,Mr. Bigglesworth,MINION,InvisibleDeathrattle,BEAST,,,,,,,,,,,,,,,
,,1837,30,NAX1_01,Anub'Rekhan,HERO,,,,,,,,,,,,,,,,,
3,2,1830,1,NAX1_03,Nerubian,MINION,,,,,,,,,,,,,,,,,
,2,1831,,NAX1_04,Skitter,HERO_POWER,,,,,,,,,,,,,,,,,
,7,1832,,NAX1_05,Locust Swarm,SPELL,,,,,,,,,,,,,,,,,
,,2102,45,NAX1h_01,Anub'Rekhan,HERO,,,,,,,,,,,,,,,,,
4,2,2101,4,NAX1h_03,Nerubian,MINION,,,,,,,,,,,,,,,,,
,2,2103,,NAX1h_04,Skitter,HERO_POWER,,,,,,,,,,,,,,,,,
,,1817,30,NAX2_01,Grand Widow Faerlina,HERO,,,,,,,,,,,,,,,,,
,,2104,45,NAX2_01H,Grand Widow Faerlina,HERO,,,,,,,,,,,,,,,,,
,2,1840,,NAX2_03,Rain of Fire,HERO_POWER,ImmuneToSpellpower,,,,,,,,,,,,,,,,
,1,2105,,NAX2_03H,Rain of Fire,HERO_POWER,ImmuneToSpellpower,,,,,,,,,,,,,,,,
1,3,1842,4,NAX2_05,Worshipper,MINION,AURA,,,,,,,,,,,,,,,,
,,52753,,NAX2_05e,Worship,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,3,2162,4,NAX2_05H,Worshipper,MINION,AURA,,,,,,,,,,,,,,,,
,,52754,,NAX2_05He,Heroic Worship,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,1818,30,NAX3_01,Maexxna,HERO,,,,,,,,,,,,,,,,,
,,2106,45,NAX3_01H,Maexxna,HERO,,,,,,,,,,,,,,,,,
,3,1867,,NAX3_02,Web Wrap,HERO_POWER,,,,,,,,,,,,,,,,,
,2,36743,,NAX3_02_TB,Web Wrap,HERO_POWER,,,,,,,,,,,,,,,,,
,0,2107,,NAX3_02H,Web Wrap,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,2,1868,,NAX3_03,Necrotic Poison,SPELL,,,,,,,,,,,,,,,,,
,,1819,30,NAX4_01,Noth the Plaguebringer,HERO,,,,,,,,,,,,,,,,,
,,2113,45,NAX4_01H,Noth the Plaguebringer,HERO,,,,,,,,,,,,,,,,,
1,1,1848,1,NAX4_03,Skeleton,MINION,,,,,,,,,,,,,,,,,
5,5,2114,5,NAX4_03H,Skeleton,MINION,,,,,,,,,,,,,,,,,
,0,1849,,NAX4_04,Raise Dead,HERO_POWER,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,0,2115,,NAX4_04H,Raise Dead,HERO_POWER,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,6,1850,,NAX4_05,Plague,SPELL,,,,,,,,,,,,,,,,,
,,1820,30,NAX5_01,Heigan the Unclean,HERO,,,,,,,,,,,,,,,,,
,,2116,45,NAX5_01H,Heigan the Unclean,HERO,,,,,,,,,,,,,,,,,
,1,1854,,NAX5_02,Eruption,HERO_POWER,,,,,,,,,,,,,,,,,
,0,2117,,NAX5_02H,Eruption,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,2,1855,,NAX5_03,Mindpocalypse,SPELL,,,,,,,,,,,,,,,,,
,,1821,75,NAX6_01,Loatheb,HERO,,,,,,,,,,,,,,,,,
,,2118,99,NAX6_01H,Loatheb,HERO,,,,,,,,,,,,,,,,,
,2,1862,,NAX6_02,Necrotic Aura,HERO_POWER,,,,,,,,,,,,,,,,,
,0,2119,,NAX6_02H,Necrotic Aura,HERO_POWER,,,,,,,,,,,,,,,,,
,4,1864,,NAX6_03,Deathbloom,SPELL,,,,,,,,,,,,,,,,,
0,0,1865,1,NAX6_03t,Spore,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,,1866,,NAX6_03te,Fungal Growth,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,2089,,NAX6_04,Sporeburst,SPELL,,,,,,,,,,,,,,,,,
,,1822,40,NAX7_01,Instructor Razuvious,HERO,,,,,,,,,,,,,,,,,
,,2128,55,NAX7_01H,Instructor Razuvious,HERO,,,,,,,,,,,,,,,,,
0,2,1869,7,NAX7_02,Understudy,MINION,TAUNT,,,,,,,,,,,,,,,,
,2,1870,,NAX7_03,Unbalancing Strike,HERO_POWER,,,,,,,,,,,,,,,,,
,1,2129,,NAX7_03H,Unbalancing Strike,HERO_POWER,,,,,,,,,,,,,,,,,
5,3,1871,,NAX7_04,Massive Runeblade,WEAPON,,,,,,,,,,,,,,,,,
10,3,2130,,NAX7_04H,Massive Runeblade,WEAPON,,,,,,,,,,,,,,,,,
,1,1960,,NAX7_05,Mind Control Crystal,SPELL,,,,,,,,,,,,,,,,,
,,1823,30,NAX8_01,Gothik the Harvester,HERO,,,,,,,,,,,,,,,,,
,,2120,45,NAX8_01H,Gothik the Harvester,HERO,,,,,,,,,,,,,,,,,
,2,1872,,NAX8_02,Harvest,HERO_POWER,,,,,,,,,,,,,,,,,
,1,2121,,NAX8_02H,Harvest,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,2,36744,,NAX8_02H_TB,Harvest,HERO_POWER,,,,,,,,,,,,,,,,,
2,1,1873,2,NAX8_03,Unrelenting Trainee,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
0,1,1874,2,NAX8_03t,Spectral Trainee,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,3,1875,4,NAX8_04,Unrelenting Warrior,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
0,3,1876,4,NAX8_04t,Spectral Warrior,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
5,6,1877,6,NAX8_05,Unrelenting Rider,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
0,5,1878,6,NAX8_05t,Spectral Rider,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,1824,7,NAX9_01,Baron Rivendare,HERO,,,,,,,,,,,,,,,,,
,,2122,14,NAX9_01H,Baron Rivendare,HERO,,,,,,,,,,,,,,,,,
1,3,1879,7,NAX9_02,Lady Blaumeux,MINION,,,,,,,,,,,,,,,,,
2,3,2123,7,NAX9_02H,Lady Blaumeux,MINION,,,,,,,,,,,,,,,,,
1,3,1880,7,NAX9_03,Thane Korth'azz,MINION,,,,,,,,,,,,,,,,,
2,3,2124,7,NAX9_03H,Thane Korth'azz,MINION,,,,,,,,,,,,,,,,,
1,3,1881,7,NAX9_04,Sir Zeliek,MINION,,,,,,,,,,,,,,,,,
2,3,2125,7,NAX9_04H,Sir Zeliek,MINION,,,,,,,,,,,,,,,,,
1,3,1882,,NAX9_05,Runeblade,WEAPON,,,,,,,,,,,,,,,,,
2,3,2126,,NAX9_05H,Runeblade,WEAPON,,,,,,,,,,,,,,,,,
,5,1883,,NAX9_06,Unholy Shadow,HERO_POWER,,,,,,,,,,,,,,,,,
,5,1884,,NAX9_07,Mark of the Horsemen,SPELL,,,,,,,,,,,,,,,,,
,,1924,,NAX9_07e,Mark of the Horsemen,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,4,1788,6,NAXM_001,Necroknight,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
4,3,1792,3,NAXM_002,Skeletal Smith,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,0,163,,NEW1_003,Sacrificial Pact,SPELL,,,,,,,,,,,,,,,,,
,6,196,,NEW1_004,Vanish,SPELL,,,,,,,,,,,,,,,,,
5,6,287,3,NEW1_005,Kidnapper,MINION,COMBO,,,,,,,,,,,,,,,,
,5,86,,NEW1_007,Starfall,SPELL,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,1161,,NEW1_007a,Starfall,SPELL,,,,,,,,,,,,,,,,,
,0,928,,NEW1_007b,Starfall,SPELL,,,,,,,,,,,,,,,,,
5,7,920,5,NEW1_008,Ancient of Lore,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,313,,NEW1_008a,Ancient Teachings,SPELL,,,,,,,,,,,,,,,,,
,0,209,,NEW1_008b,Ancient Secrets,SPELL,,,,,,,,,,,,,,,,,
0,1,764,2,NEW1_009,Healing Totem,MINION,TRIGGER_VISUAL,TOTEM,,,,,,,,,,,,,,,
3,8,32,5,NEW1_010,Al'Akir the Windlord,MINION,CHARGE,ELEMENTAL,,,,,,,,,,,,,,,
4,4,28,3,NEW1_011,Kor'kron Elite,MINION,CHARGE,,,,,,,,,,,,,,,,
1,1,405,3,NEW1_012,Mana Wyrm,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,620,,NEW1_012o,Mana Gorged,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,887,4,NEW1_014,Master of Disguise,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38405,,NEW1_014e,Disguised,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,2,530,1,NEW1_016,Captain's Parrot,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
1,1,443,2,NEW1_017,Hungry Crab,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
,,122,,NEW1_017e,Full Belly,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,999,3,NEW1_018,Bloodsail Raider,MINION,BATTLECRY,PIRATE,,,,,,,,,,,,,,,
,,465,,NEW1_018e,Treasure Crazed,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,1073,2,NEW1_019,Knife Juggler,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,2,1014,2,NEW1_020,Wild Pyromancer,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
0,2,138,7,NEW1_021,Doomsayer,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,4,878,3,NEW1_022,Dread Corsair,MINION,TAUNT,PIRATE,,,,,,,,,,,,,,,
3,2,609,2,NEW1_023,Faerie Dragon,MINION,CANT_BE_TARGETED_BY_SPELLS,DRAGON,,,,,,,,,,,,,,,
5,5,456,4,NEW1_024,Captain Greenskin,MINION,BATTLECRY,PIRATE,,,,,,,,,,,,,,,
,,1153,,NEW1_024o,Greenskin's Command,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,1,997,2,NEW1_025,Bloodsail Corsair,MINION,BATTLECRY,PIRATE,,,,,,,,,,,,,,,
,,1716,,NEW1_025e,Bolstered,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,4,1029,5,NEW1_026,Violet Teacher,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
1,1,378,1,NEW1_026t,Violet Apprentice,MINION,,,,,,,,,,,,,,,,,
3,3,680,3,NEW1_027,Southsea Captain,MINION,AURA,PIRATE,,,,,,,,,,,,,,,
,,1852,,NEW1_027e,Yarrr!,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,2,855,4,NEW1_029,Millhouse Manastorm,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,1717,,NEW1_029t,Kill Millhouse!,ENCHANTMENT,,,,,,,,,,,,,,,,,
12,10,834,12,NEW1_030,Deathwing,MINION,BATTLECRY,DRAGON,,,,,,,,,,,,,,,
,3,437,,NEW1_031,Animal Companion,SPELL,,,,,,,,,,,,,,,,,
4,3,959,4,NEW1_032,Misha,MINION,TAUNT,BEAST,,,,,,,,,,,,,,,
2,3,226,4,NEW1_033,Leokk,MINION,AURA,BEAST,,,,,,,,,,,,,,,
,,143,,NEW1_033o,Eye In The Sky,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,3,100,2,NEW1_034,Huffer,MINION,CHARGE,BEAST,,,,,,,,,,,,,,,
,2,1026,,NEW1_036,Commanding Shout,SPELL,,,,,,,,,,,,,,,,,
,,521,,NEW1_036e,Commanding Shout,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,,1711,,NEW1_036e2,Commanding Shout,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
1,2,351,3,NEW1_037,Master Swordsmith,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,977,,NEW1_037e,Equipped,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,8,526,7,NEW1_038,Gruul,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,1168,,NEW1_038o,Growth,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,6,640,4,NEW1_040,Hogger,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
2,2,460,2,NEW1_040t,Gnoll,MINION,TAUNT,,,,,,,,,,,,,,,,
3,5,1371,5,NEW1_041,Stampeding Kodo,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
1,1,38227,3,OG_006,Vilefin Inquisitor,MINION,BATTLECRY,MURLOC,,,,,,,,,,,,,,,
1,1,38822,1,OG_006a,Silver Hand Murloc,MINION,,MURLOC,,,,,,,,,,,,,,,
,2,39154,,OG_006b,The Tidal Hand,HERO_POWER,,,,,,,,,,,,,,,,,
,1,38262,,OG_023,Primal Fusion,SPELL,,,,,,,,,,,,,,,,,
,,39001,,OG_023t,Primally Infused,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,4,38263,7,OG_024,Flamewreathed Faceless,MINION,OVERLOAD,,,,,,,,,,,,,,,,
3,2,38265,2,OG_026,Eternal Sentinel,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,1,38266,,OG_027,Evolve,SPELL,,,,,,,,,,,,,,,,,
5,6,38267,5,OG_028,Thing from Below,MINION,TAUNT,,,,,,,,,,,,,,,,
4,5,38270,,OG_031,Hammer of Twilight,WEAPON,DEATHRATTLE,,,,,,,,,,,,,,,,
4,3,38273,2,OG_031a,Twilight Elemental,MINION,,ELEMENTAL,,,,,,,,,,,,,,,
2,5,38279,,OG_033,Tentacles for Arms,WEAPON,DEATHRATTLE,,,,,,,,,,,,,,,,
3,3,38304,5,OG_034,Silithid Swarmer,MINION,,BEAST,,,,,,,,,,,,,,,
10,10,38312,10,OG_042,"Y'Shaarj, Rage Unbound",MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,4,38318,5,OG_044,Fandral Staghelm,MINION,AURA,,,,,,,,,,,,,,,,
4,5,38319,6,OG_044a,Druid of the Claw,MINION,CHARGE,BEAST,,,,,,,,,,,,,,,
5,3,38320,5,OG_044b,Druid of the Flame,MINION,,BEAST,,,,,,,,,,,,,,,
3,2,38321,2,OG_044c,Sabertooth Tiger,MINION,CHARGE,BEAST,,,,,,,,,,,,,,,
,,52750,,OG_044e,Fandral Enchantment,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,38329,,OG_045,Infest,SPELL,,,,,,,,,,,,,,,,,
,,38328,,OG_045a,Nerubian Spores,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,38334,,OG_047,Feral Rage,SPELL,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,38332,,OG_047a,Evolve Spines,SPELL,,,,,,,,,,,,,,,,,
,0,38333,,OG_047b,Evolve Scales,SPELL,,,,,,,,,,,,,,,,,
,,38331,,OG_047e,Spines,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,2,38337,,OG_048,Mark of Y'Shaarj,SPELL,,,,,,,,,,,,,,,,,
,,38336,,OG_048e,Mark of Y'Shaarj,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,1,38340,1,OG_051,Forbidden Ancient,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38339,,OG_051e,Forbidden Power,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,1,38363,,OG_058,Rusty Hook,WEAPON,,,,,,,,,,,,,,,,,
,1,38377,,OG_061,On the Hunt,SPELL,,,,,,,,,,,,,,,,,
1,1,39004,1,OG_061t,Mastiff,MINION,,BEAST,,,,,,,,,,,,,,,
1,1,38391,2,OG_070,Bladed Cultist,MINION,COMBO,,,,,,,,,,,,,,,,
,,38390,,OG_070e,Thirsty Blades,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,38393,,OG_072,Journey Below,SPELL,,,,,,,,,,,,,,,,,
,6,38395,,OG_073,Thistle Tea,SPELL,,,,,,,,,,,,,,,,,
3,4,38403,2,OG_080,"Xaril, Poisoned Mind",MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38936,,OG_080ae,Bloodthistle,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,38934,,OG_080b,Kingsblood Toxin,SPELL,,,,,,,,,,,,,,,,,
,1,38938,,OG_080c,Bloodthistle Toxin,SPELL,,,,,,,,,,,,,,,,,
,1,38940,,OG_080d,Briarthorn Toxin,SPELL,,,,,,,,,,,,,,,,,
,,38941,,OG_080de,Fadeleaf,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,38942,,OG_080e,Fadeleaf Toxin,SPELL,,,,,,,,,,,,,,,,,
,,38939,,OG_080ee,Briarthorn,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,38935,,OG_080f,Firebloom Toxin,SPELL,,,,,,,,,,,,,,,,,
,2,38407,,OG_081,Shatter,SPELL,,,,,,,,,,,,,,,,,
2,4,38408,2,OG_082,Evolved Kobold,MINION,SPELLPOWER,,,,,,,,,,,,,,,,
2,3,38409,2,OG_083,Twilight Flamecaller,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,4,38412,4,OG_085,Demented Frostcaller,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,0,38413,,OG_086,Forbidden Flame,SPELL,AFFECTED_BY_SPELL_POWER,,,,,,,,,,,,,,,,
5,5,38414,4,OG_087,Servant of Yogg-Saron,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,5,38418,,OG_090,Cabalist's Tome,SPELL,,,,,,,,,,,,,,,,,
,5,38426,,OG_094,Power Word: Tentacles,SPELL,,,,,,,,,,,,,,,,,
,,38424,,OG_094e,Tentacles,ENCHANTMENT,,,,,,,,,,,,,,,,,
6,5,38429,5,OG_096,Twilight Darkmender,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,4,38433,,OG_100,Shadow Word: Horror,SPELL,,,,,,,,,,,,,,,,,
,0,38434,,OG_101,Forbidden Shaping,SPELL,,,,,,,,,,,,,,,,,
3,5,38436,6,OG_102,Darkspeaker,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38435,,OG_102e,Power Transfer,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,38439,,OG_104,Embrace the Shadow,SPELL,,,,,,,,,,,,,,,,,
,,38438,,OG_104e,Embracing the Shadow,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
3,2,38447,2,OG_109,Darkshire Librarian,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,3,38452,5,OG_113,Darkshire Councilman,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,38963,,OG_113e,Power of the People,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,38454,,OG_114,Forbidden Ritual,SPELL,,,,,,,,,,,,,,,,,
1,1,38453,1,OG_114a,Icky Tentacle,MINION,,,,,,,,,,,,,,,,,
,3,38456,,OG_116,Spreading Madness,SPELL,ImmuneToSpellpower,,,,,,,,,,,,,,,,
,2,38461,,OG_118,Renounce Darkness,SPELL,,,,,,,,,,,,,,,,,
,,38460,,OG_118e,Renounce Darkness Deck Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,38459,,OG_118f,New Calling,ENCHANTMENT,,,,,,,,,,,,,,,,,
8,8,38463,6,OG_120,Anomalus,MINION,DEATHRATTLE,ELEMENTAL,,,,,,,,,,,,,,,
7,7,38464,7,OG_121,Cho'gall,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38964,,OG_121e,Dark Power,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,6,38468,5,OG_122,"Mukla, Tyrant of the Vale",MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
1,1,38475,1,OG_123,Shifter Zerus,MINION,,,,,,,,,,,,,,,,,
,,38474,,OG_123e,Shifting,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,7,38488,6,OG_131,Twin Emperor Vek'lor,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,10,38496,7,OG_133,"N'Zoth, the Corruptor",MINION,BATTLECRY,,,,,,,,,,,,,,,,
7,10,38505,5,OG_134,"Yogg-Saron, Hope's End",MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,6,38517,4,OG_138,Nerubian Prophet,MINION,,,,,,,,,,,,,,,,,
,,38515,,OG_138e,Will of the Vizier,ENCHANTMENT,,,,,,,,,,,,,,,,,
10,10,38521,10,OG_141,Faceless Behemoth,MINION,,,,,,,,,,,,,,,,,
6,8,38522,10,OG_142,Eldritch Horror,MINION,,,,,,,,,,,,,,,,,
3,5,38526,4,OG_145,Psych-o-Tron,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
6,5,38528,6,OG_147,Corrupted Healbot,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
3,3,38530,3,OG_149,Ravaging Ghoul,MINION,BATTLECRY,,,,,,,,,,,,,,,,
3,4,38531,5,OG_150,Aberrant Berserker,MINION,ENRAGED,,,,,,,,,,,,,,,,
,,40246,,OG_150e,Enraged,ENCHANTMENT,ENRAGED,,,,,,,,,,,,,,,,
1,1,38532,1,OG_151,Tentacle of N'Zoth,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
5,7,38533,5,OG_152,Grotesque Dragonhawk,MINION,WINDFURY,BEAST,,,,,,,,,,,,,,,
6,7,38534,8,OG_153,Bog Creeper,MINION,TAUNT,,,,,,,,,,,,,,,,
2,2,38538,1,OG_156,Bilefin Tidehunter,MINION,BATTLECRY,MURLOC,,,,,,,,,,,,,,,
1,1,38537,1,OG_156a,Ooze,MINION,TAUNT,,,,,,,,,,,,,,,,
1,1,38541,1,OG_158,Zealous Initiate,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,,38626,,OG_158e,Secrets of the Cult,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,6,38545,3,OG_161,Corrupted Seer,MINION,BATTLECRY,MURLOC,,,,,,,,,,,,,,,
2,3,38547,1,OG_162,Disciple of C'Thun,MINION,BATTLECRY,,,,,,,,,,,,,,,,
9,9,38567,9,OG_173,Blood of The Ancient One,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
30,9,38566,30,OG_173a,The Ancient One,MINION,,,,,,,,,,,,,,,,,
1,4,38569,1,OG_174,Faceless Shambler,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38568,,OG_174e,Faceless,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,38578,,OG_176,Shadow Strike,SPELL,,,,,,,,,,,,,,,,,
2,1,38584,1,OG_179,Fiery Bat,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
4,4,38621,5,OG_188,Klaxxi Amber-Weaver,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,39337,,OG_188e,Amber Carapace,ENCHANTMENT,,,,,,,,,,,,,,,,,
,7,38655,,OG_195,Wisps of the Old Gods,SPELL,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,38654,,OG_195a,Many Wisps,SPELL,,,,,,,,,,,,,,,,,
,0,38652,,OG_195b,Big Wisps,SPELL,,,,,,,,,,,,,,,,,
1,0,38653,1,OG_195c,Wisp,MINION,,,,,,,,,,,,,,,,,
,,38651,,OG_195e,Enormous,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,38666,,OG_198,Forbidden Healing,SPELL,,,,,,,,,,,,,,,,,
0,5,38669,7,OG_200,Validated Doomsayer,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,38668,,OG_200e,Doom Free,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,4,38718,3,OG_202,Mire Keeper,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,38716,,OG_202a,Y'Shaarj's Strength,SPELL,,,,,,,,,,,,,,,,,
,,38715,,OG_202ae,Y'Shaarj's Strength,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,38717,,OG_202b,Yogg-Saron's Magic,SPELL,,,,,,,,,,,,,,,,,
2,2,38921,2,OG_202c,Slime,MINION,,,,,,,,,,,,,,,,,
